"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.590244393E0,-1.397836208E-2,-1.743206382E-2,5.408287048E-3,2.298958513E-2
1.595299081E0,-1.387700438E-2,4.251658916E-3,-2.076053619E-2,2.533076622E-2
1.600373820E0,4.244744778E-4,1.139780879E-2,-3.952980042E-3,1.207129964E-2
1.605410539E0,-1.859605312E-2,-6.216168404E-4,3.171157837E-2,3.676715657E-2
1.610511841E0,-1.127246022E-2,1.121613383E-2,1.719093323E-2,2.341790347E-2
1.615556373E0,-1.740932465E-3,-1.510685682E-2,2.179718018E-2,2.657752871E-2
1.620629289E0,-2.787008882E-2,-1.735144854E-2,7.363319397E-3,3.364569942E-2
1.625690487E0,-1.470118761E-3,2.090856433E-2,-4.572868347E-3,2.145321506E-2
1.630756633E0,2.228474617E-2,4.162669182E-3,4.970550537E-3,2.320870740E-2
1.635821998E0,1.733273268E-2,-2.194803953E-2,2.555847168E-3,2.808331206E-2
1.640888143E0,-8.799225092E-3,1.387295127E-2,2.628326416E-2,3.099508209E-2
1.645960279E0,-1.106208563E-2,1.936852932E-3,1.893901825E-2,2.201834576E-2
1.651024602E0,1.747173071E-2,4.405379295E-3,-3.109741211E-2,3.594047552E-2
1.656091529E0,7.863312960E-3,2.575352788E-2,2.854728699E-2,3.924313294E-2
1.661159498E0,7.104873657E-4,1.836532354E-2,2.593040466E-2,3.178326269E-2
1.666237883E0,1.272600889E-2,1.584178209E-2,-4.215240479E-4,2.032464132E-2
1.671289341E0,-8.718311787E-3,-1.511308551E-2,9.084701538E-3,1.967094599E-2
1.676352154E0,1.266694069E-2,2.307629585E-2,2.326869965E-2,3.513401770E-2
1.681407362E0,-4.084974527E-3,4.194086790E-2,8.823394775E-3,4.305317308E-2
1.686471581E0,-8.869200945E-3,-2.486881614E-2,-7.457733154E-4,2.641357453E-2
1.691542727E0,-6.484627724E-3,6.225466728E-3,1.826763153E-2,2.035959711E-2
1.696600123E0,-1.119443774E-2,-7.970660925E-3,1.099395752E-2,1.759869239E-2
1.701665852E0,3.084778786E-3,-1.022487879E-2,-1.522254944E-2,1.859543002E-2
1.706732831E0,-3.258919716E-2,-2.201452851E-2,3.910064697E-3,3.952194129E-2
1.711817831E0,-3.232800961E-2,-4.785025120E-2,-8.678436279E-4,5.775378687E-2
1.716863716E0,-1.306945086E-2,-2.131769061E-2,-1.273727417E-2,2.806229912E-2
1.721928977E0,-3.577709198E-3,-2.356478572E-2,1.350212097E-2,2.739354668E-2
1.726995487E0,-3.444752097E-2,1.706844568E-2,1.515388489E-3,3.847414640E-2
1.732060175E0,3.884971142E-3,-6.826341152E-3,-3.250122070E-3,8.500307510E-3
1.737127050E0,3.837376833E-3,2.735555172E-3,3.241062164E-2,3.275144452E-2
1.742195539E0,8.489191532E-3,-4.306852818E-3,-3.436660767E-2,3.566060959E-2
1.747254914E0,-1.777717471E-2,1.009130478E-2,8.686065674E-3,2.221058553E-2
1.752347466E0,8.434265852E-3,4.337224364E-2,-1.988506317E-2,4.845311235E-2
1.757408664E0,1.774203777E-2,7.272154093E-3,-1.971912384E-2,2.750469005E-2
1.762473248E0,-1.816055179E-2,3.355741501E-5,-7.674217224E-3,1.971548572E-2
1.767539914E0,-2.990213037E-2,-7.038414478E-3,-1.235771179E-2,3.311177615E-2
1.772606581E0,-5.910307169E-3,-6.870597601E-3,4.001235962E-2,4.102591577E-2
1.777676373E0,3.526538610E-3,2.170035243E-2,2.780532837E-2,3.544683422E-2
1.782743300E0,1.287996769E-2,9.644657373E-3,1.807689667E-2,2.420097470E-2
1.787808404E0,-8.622437716E-3,1.901724935E-2,-5.831718445E-3,2.167974042E-2
1.792874810E0,-8.459210396E-3,1.881176233E-2,-3.413200378E-3,2.090671135E-2
1.797941737E0,-2.735370398E-2,-3.442764282E-4,-1.764011383E-2,3.255022678E-2
1.803020123E0,-2.006658912E-2,-7.465183735E-3,6.265640259E-3,2.230818717E-2
1.808077935E0,-5.661338568E-3,4.005867243E-2,-1.516819000E-2,4.320673534E-2
1.813117310E0,1.556336880E-3,2.790835500E-2,1.584053040E-2,3.212819426E-2
1.818179029E0,-1.276978850E-2,1.337996125E-2,-3.294944763E-3,1.878689763E-2
1.823273768E0,-1.980042458E-2,1.084786654E-2,-8.020401001E-3,2.395954620E-2
1.828314810E0,6.532192230E-3,-2.006989717E-2,3.925323486E-3,2.146808032E-2
1.833403716E0,2.784478664E-2,-3.216505051E-3,2.527427673E-2,3.774211325E-2
1.838469862E0,-1.521179080E-2,1.344409585E-2,1.081371307E-2,2.300171044E-2
1.843534966E0,1.583039761E-3,-5.615144968E-3,8.348464966E-3,1.018492686E-2
1.848602154E0,-3.191590309E-3,-1.036426425E-2,-2.735614777E-2,2.942725000E-2
1.853657050E0,-1.273664832E-2,-6.712377071E-4,1.801490784E-2,2.207282662E-2
1.858712102E0,-3.195464611E-3,-6.108582020E-4,1.241683960E-3,3.482229297E-3
1.863785748E0,-1.273834705E-2,-5.406141281E-3,3.607749939E-3,1.430061918E-2
1.868843977E0,-1.259535551E-2,-1.491233706E-2,2.257823944E-2,2.984623382E-2
1.873906425E0,6.394654512E-3,-1.943227649E-2,8.146286011E-3,2.201969463E-2
1.878973612E0,-1.267814636E-2,2.586770058E-2,-2.517795563E-2,3.825967561E-2
1.884067154E0,-1.263770461E-2,-4.736781120E-4,-1.546287537E-2,1.997589706E-2
1.889191112E0,8.834540844E-3,6.661981344E-3,-5.831718445E-3,1.250759958E-2
1.894174706E0,-7.880419493E-3,9.038209915E-3,3.460407257E-2,3.662283561E-2
1.899239706E0,3.943622112E-3,6.694257259E-3,2.719879150E-2,2.828673708E-2
1.904305539E0,-5.665898323E-3,-2.815335989E-3,1.747608185E-2,1.858606890E-2
1.909389602E0,6.298422813E-3,4.339784384E-3,1.495265961E-2,1.679541270E-2
1.914450956E0,3.236651421E-2,-2.815753222E-3,-1.799583435E-3,3.253856494E-2
1.919502779E0,-2.967992425E-2,-9.861946106E-3,-4.157066345E-3,3.155054809E-2
1.924575695E0,-1.524427533E-2,1.635619998E-2,5.383491516E-3,2.299772139E-2
1.929630695E0,1.337406039E-2,3.517511487E-2,-2.317047119E-2,4.419304168E-2
1.934720383E0,1.324978471E-2,-5.497097969E-3,-6.347656250E-3,1.568654266E-2
1.939787050E0,-2.012848854E-2,6.381571293E-3,1.270771027E-2,2.464480479E-2
1.944853456E0,6.102889776E-3,2.538758516E-2,7.856369019E-3,2.726714650E-2
1.949921164E0,-3.196689487E-2,3.855526447E-3,1.254463196E-2,3.455597260E-2
1.955001893E0,-1.741030812E-2,-5.675941706E-3,-3.507232666E-2,3.956517712E-2
1.960057362E0,4.047483206E-3,-3.354132175E-3,8.516311646E-4,5.325185311E-3
1.965091529E0,-3.163439035E-2,1.810824871E-2,-1.528739929E-3,3.648260367E-2
1.970156633E0,1.975655556E-3,1.568871737E-2,2.461528778E-2,2.925664813E-2
1.975257102E0,-3.792643547E-4,-2.012464404E-2,1.965618134E-2,2.813379825E-2
1.980323768E0,-5.194455385E-3,-1.995411515E-2,1.949501038E-2,2.837612567E-2
1.985386789E0,-1.942199469E-2,3.009912372E-2,5.080223083E-3,3.617982577E-2
1.990453195E0,1.160660386E-2,3.616064787E-3,2.166271210E-2,2.484073818E-2
1.995516998E0,2.342927456E-2,-2.728882432E-2,3.335762024E-2,4.905447653E-2
2.000583143E0,1.144525409E-2,-2.938202024E-2,-1.443195343E-2,3.467820979E-2
2.005649550E0,4.262566566E-3,1.749873161E-3,9.441375732E-3,1.050576535E-2
2.010715695E0,1.134333014E-2,-2.433630824E-2,4.614830017E-3,2.724378266E-2
2.015783143E0,1.355463266E-2,6.749123335E-3,2.203941345E-3,1.530150613E-2
2.020860800E0,2.060768008E-2,-5.179733038E-3,2.183914185E-3,2.136060846E-2
2.025918300E0,-3.280222416E-3,-2.176025510E-2,-2.117156982E-4,2.200712122E-2
2.030974237E0,-5.645990372E-3,4.500657320E-3,-2.396774292E-2,2.503169639E-2
2.036037310E0,-8.630752563E-4,-7.463753223E-3,-2.377033234E-2,2.492952487E-2
2.041087570E0,-3.169628978E-2,-4.234313965E-4,-1.882934570E-2,3.686974830E-2
2.046153404E0,-1.239100099E-2,1.383617520E-2,2.883625031E-2,3.430023296E-2
2.051221841E0,-5.129098892E-3,1.609489322E-2,3.096961975E-2,3.527705473E-2
2.056285539E0,-1.460373402E-2,4.190057516E-3,3.784465790E-2,4.078043355E-2
2.061351789E0,-2.157178521E-2,-3.617405891E-2,-5.229949951E-3,4.244121619E-2
2.066417518E0,-1.903170347E-2,-7.415384054E-3,1.856708527E-2,2.760308521E-2
2.071486164E0,2.149581909E-2,2.353128791E-2,1.366233826E-2,3.467637864E-2
2.076553195E0,9.374171495E-3,-1.941943169E-2,3.493118286E-2,4.105090686E-2
2.081617831E0,-9.671390057E-3,-2.880895138E-2,1.379013062E-3,3.042027518E-2
2.086694498E0,2.326279879E-3,2.850127220E-2,3.937625885E-2,4.866440030E-2
2.091775331E0,-2.452164888E-3,-1.288056374E-4,1.767444611E-2,1.784420771E-2
2.096817154E0,-2.377483249E-2,-9.627014399E-3,-2.285861969E-2,3.435751097E-2
2.101886112E0,1.922228932E-2,1.891261339E-2,-2.742290497E-2,3.846035711E-2
2.106957102E0,1.672345400E-2,2.129077911E-3,8.437156677E-3,1.885185665E-2
2.112012831E0,-2.386477590E-2,3.537389636E-2,2.499866486E-2,4.945476031E-2
2.117109654E0,-1.180106401E-2,1.375672221E-2,2.004241943E-2,2.702241837E-2
2.122169550E0,4.910856485E-3,8.945912123E-3,8.735656738E-4,1.024250810E-2
2.127233352E0,-6.968468428E-3,2.070206404E-2,-3.477096558E-2,4.106281840E-2
2.132300018E0,1.439973712E-2,1.473814249E-3,-2.972984314E-2,3.306641999E-2
2.137365643E0,9.558290243E-3,2.758872509E-2,1.090145111E-2,3.116633281E-2
2.142431268E0,-1.666745543E-2,-1.092702150E-3,6.062507629E-3,1.776941382E-2
2.147497154E0,-1.653409004E-2,-1.527309418E-2,-1.061344147E-2,2.488551143E-2
2.152566164E0,-4.583507776E-3,8.510380983E-3,1.560497284E-2,1.835620618E-2
2.157628143E0,2.514094114E-3,3.691256046E-3,3.923225403E-2,3.948564038E-2
2.162695435E0,3.568336368E-2,-2.246755362E-2,1.277732849E-2,4.406079359E-2
2.167760800E0,4.436701536E-3,-5.596637726E-3,2.692985535E-2,2.786079294E-2
2.172836320E0,-2.649751306E-2,-1.035040617E-2,-2.080726624E-2,3.524473626E-2
2.177878039E0,-4.911959171E-3,-7.885783911E-3,-4.004478455E-3,1.011675731E-2
2.182942883E0,-1.433876157E-2,-6.928145885E-4,-4.910659790E-2,5.116188066E-2
2.188003300E0,-9.376913309E-3,3.965079784E-3,-1.307392120E-2,1.657032820E-2
2.193096216E0,1.195862889E-2,-5.517095327E-3,3.672599792E-3,1.367242243E-2
2.198161320E0,-8.839368820E-5,4.187881947E-3,3.928470612E-2,3.950739555E-2
2.203227727E0,-1.678368449E-2,1.128247380E-2,2.708244324E-2,3.380007414E-2
2.208293873E0,-4.830986261E-3,1.826804876E-2,-1.647949219E-3,1.896775607E-2
2.213331581E0,2.132508159E-2,1.099205017E-2,1.261997223E-2,2.710807944E-2
2.218408768E0,1.163241267E-2,1.808431745E-2,-2.073955536E-2,2.987448273E-2
2.223468925E0,-2.683311701E-3,2.506086230E-2,-3.938674927E-3,2.551000081E-2
2.228537623E0,-5.054086447E-3,1.540264487E-2,3.410530090E-2,3.776184329E-2
2.233600852E0,1.397714019E-2,-6.050646305E-3,-1.131153107E-2,1.897159729E-2
2.238669237E0,2.572312951E-2,8.255839348E-3,-3.259563446E-2,4.233572559E-2
2.243733456E0,1.129242778E-2,-1.318997145E-2,3.307342529E-3,1.767576834E-2
2.248801529E0,-7.818758488E-3,-2.490058541E-2,1.278400421E-2,2.906205261E-2
2.253868143E0,-1.732301712E-2,-2.221053839E-2,1.268482208E-2,3.089174079E-2
2.258932362E0,-1.476627588E-2,-3.018319607E-3,2.683067322E-2,3.077398547E-2
2.263995539E0,-2.178505063E-2,8.939415216E-3,4.796981812E-4,2.355274264E-2
2.269064029E0,-9.897321463E-3,1.599436998E-2,2.859115601E-3,1.902501998E-2
2.274131893E0,-1.463568211E-2,2.293625474E-2,4.797077179E-2,5.514952328E-2
2.279196581E0,-1.215335727E-2,1.368135214E-3,2.381610870E-2,2.677280188E-2
2.284267727E0,2.183496952E-3,-5.717098713E-3,-7.261276245E-3,9.496262914E-3
2.289352675E0,2.596011758E-2,2.284204960E-2,-7.534027100E-5,3.457878845E-2
2.294414341E0,-2.647879720E-2,-1.297631860E-2,-9.578704834E-3,3.100424377E-2
2.299479706E0,-2.627336979E-2,-3.415226936E-3,-7.124900818E-3,2.743570569E-2
2.304547675E0,3.100019693E-2,-1.752853394E-2,2.381992340E-2,4.284449163E-2
2.309588716E0,6.973803043E-3,-1.267820597E-2,4.614830017E-3,1.518774149E-2
2.314678977E0,-2.397912741E-2,2.306556702E-2,-7.300376892E-3,3.406338850E-2
2.319748977E0,-2.412259579E-3,-1.037910581E-2,-2.487182617E-3,1.094216208E-2
2.324813820E0,1.649042964E-2,-1.741856337E-2,-5.709934235E-2,6.193283068E-2
2.329882831E0,-7.415145636E-3,1.588496566E-2,9.887695312E-3,2.012667477E-2
2.334946373E0,1.173502207E-2,-3.253251314E-3,-1.870441437E-2,2.231926307E-2
2.340021268E0,-9.755373001E-3,-3.168910742E-3,-4.467678070E-2,4.583911028E-2
2.345081945E0,-7.261693478E-3,6.362497807E-3,-8.672714233E-3,1.297804079E-2
2.350119498E0,1.178801060E-2,-7.625222206E-4,9.050369263E-4,1.184726660E-2
2.355188768E0,9.351134300E-3,1.570105553E-3,1.277065277E-2,1.590592708E-2
2.360277518E0,-2.619773149E-3,-8.679628372E-4,1.028633118E-2,1.065012582E-2
2.365343404E0,-7.314592600E-3,6.266534328E-3,6.971359253E-4,9.657055239E-3
2.370411112E0,-1.677584648E-2,2.532124519E-2,-1.678466797E-3,3.042058077E-2
2.375477518E0,9.432405233E-3,1.556327939E-2,-1.354217529E-2,2.268427750E-2
2.380541841E0,2.159953117E-3,-3.567844629E-3,-2.767944336E-2,2.799190057E-2
2.385605643E0,-5.054324865E-3,2.977210283E-2,1.769256592E-2,3.499930279E-2
2.390669706E0,2.101600170E-3,2.002689242E-2,-1.333618164E-2,2.415257510E-2
2.395732779E0,4.446804523E-3,-1.566827297E-3,-8.475303650E-3,9.698442669E-3
2.400785539E0,-5.109935999E-3,3.094136715E-3,8.220672607E-3,1.016191842E-2
2.405850904E0,-1.453262568E-2,-6.378859282E-3,-6.099700928E-3,1.700274702E-2
2.410916164E0,-3.348547220E-2,-6.377130747E-3,-2.742767334E-2,4.375182179E-2
2.415982831E0,-2.101063728E-5,-1.582765579E-2,1.081275940E-2,1.916848703E-2
2.421053404E0,-4.836827517E-3,1.281571388E-2,-3.527641296E-3,1.414502301E-2
2.426116789E0,1.419496536E-2,1.508951187E-2,2.976036072E-2,3.626112905E-2
2.431186373E0,2.831470966E-2,-8.684545755E-3,3.387451172E-3,2.980971224E-2
2.436250070E0,6.733357906E-3,-2.043715119E-2,5.734443665E-3,2.226879210E-2
2.441314185E0,-7.536709309E-3,1.072433591E-2,1.044178009E-2,1.675840504E-2
2.446381425E0,1.869627833E-2,3.461331129E-3,-3.902435303E-3,1.941032298E-2
2.451445800E0,1.867905259E-2,-3.219994903E-2,-2.050399780E-2,4.249891350E-2
2.456513248E0,-5.143016577E-3,-1.060101390E-2,-2.509021759E-2,2.771914742E-2
2.461577362E0,-5.108118057E-3,1.552355289E-2,-1.538181305E-2,2.244267670E-2
2.466643352E0,2.099809051E-2,1.059389114E-2,8.502006531E-3,2.500868748E-2
2.471700383E0,8.932650089E-3,8.083134890E-3,4.643821716E-2,4.797538244E-2
2.476794602E0,-2.911090851E-2,1.989853382E-2,3.290176392E-3,3.541499546E-2
2.481862050E0,-3.225505352E-4,5.536645651E-3,-1.574039459E-2,1.668887371E-2
2.486925852E0,-9.834796190E-3,1.029869914E-2,1.765060425E-2,2.267885029E-2
2.491991998E0,6.912797689E-3,-6.413072348E-3,7.999420166E-3,1.236547580E-2
2.497057883E0,-5.141824484E-3,-1.343134046E-2,3.190040588E-3,1.473145018E-2
2.502124289E0,-5.166232586E-3,9.887218475E-4,2.929973602E-2,2.976813835E-2
2.507191737E0,2.331355214E-2,-3.717839718E-3,-1.607322693E-2,2.856033385E-2
2.512263352E0,1.117420197E-2,-1.778084040E-2,7.825851440E-3,2.241127006E-2
2.517327154E0,-7.886320353E-3,-8.127689362E-3,-1.743316650E-3,1.145829551E-2
2.522391633E0,-2.436044812E-2,-2.473795414E-2,-4.110336304E-3,3.496130250E-2
2.527458560E0,-2.894580364E-3,-1.027351618E-2,1.730823517E-2,2.033466830E-2
2.532535123E0,6.618916988E-3,-2.195614576E-2,-1.834869385E-3,2.300541555E-2
2.537591893E0,-5.236268044E-4,4.466742277E-3,4.806995392E-2,4.827987615E-2
2.542629706E0,-2.899146080E-2,-1.209503412E-2,3.342056274E-2,4.586642197E-2
2.547695852E0,1.874324679E-2,4.739344120E-3,-1.673889160E-2,2.557266461E-2
2.552788508E0,-3.826022148E-4,-2.364888787E-2,-9.468078613E-3,2.547667158E-2
2.557859341E0,1.980900764E-3,-6.715953350E-3,7.245063782E-3,1.007566109E-2
2.562923143E0,-7.550537586E-3,-1.135396957E-2,2.144050598E-2,2.540902477E-2
2.567987727E0,-1.694801450E-2,-3.025642037E-2,-2.387428284E-2,4.210305868E-2
2.573069341E0,-1.449629664E-2,-3.939688206E-2,1.434135437E-2,4.436137258E-2
2.578095748E0,3.311777115E-2,1.562109590E-2,-9.531021118E-3,3.783709511E-2
2.583162727E0,1.387196779E-2,-1.058724523E-2,-2.370357513E-2,2.943434603E-2
2.588228977E0,-4.575550556E-4,2.519118786E-2,2.875709534E-2,3.823317714E-2
2.593295383E0,-1.709526777E-2,8.357524872E-3,-3.324508667E-2,3.830577228E-2
2.598364237E0,-2.603292465E-3,-2.965918183E-2,-4.009628296E-2,4.994152687E-2
2.603429289E0,-2.490222454E-3,-1.995688677E-2,-4.214382172E-2,4.669668346E-2
2.608499289E0,1.900425553E-2,1.596480608E-3,3.339767456E-3,1.936141847E-2
2.613559289E0,-4.875063896E-3,3.019431233E-2,1.044178009E-2,3.231862492E-2
2.618630123E0,-4.852086306E-3,-5.585491657E-3,-2.289676666E-2,2.406246833E-2
2.623729185E0,2.302110195E-3,-1.023253798E-2,-1.557636261E-2,1.877838164E-2
2.628770695E0,-2.433925867E-3,4.054814577E-3,-1.196861267E-3,4.878318693E-3
2.633824081E0,9.500831366E-3,2.308011055E-2,-1.306438446E-2,2.817153601E-2
2.638887831E0,-7.172703743E-3,2.304455638E-2,3.680229187E-3,2.441399895E-2
2.643960852E0,-7.128179073E-3,-3.223419189E-3,-1.060199738E-2,1.317587631E-2
2.649171008E0,-2.330839634E-3,-8.158385754E-4,-8.136749268E-3,8.503240243E-3
2.654081216E0,-2.845704556E-2,8.695870638E-3,1.434326172E-3,2.979058407E-2
2.659145800E0,-3.778931499E-2,-8.054524660E-3,1.805210114E-2,4.264722793E-2
2.664243404E0,5.324810743E-3,1.804378629E-2,-5.860328674E-3,1.970470211E-2
2.669309393E0,7.695287466E-3,1.784640551E-2,1.318931580E-2,2.348764973E-2
2.674371529E0,7.618427277E-3,3.449469805E-3,-1.780128479E-2,1.966786761E-2
2.679437154E0,-1.962453127E-3,2.485549450E-2,-3.396987915E-3,2.516319447E-2
2.684504862E0,2.792239189E-3,1.040017605E-2,-1.049518585E-2,1.503692747E-2
2.689546477E0,1.933318377E-2,1.042214036E-2,1.573085785E-2,2.701578970E-2
2.694638977E0,2.158224583E-2,2.696472406E-2,1.084613800E-2,3.620122081E-2
2.699702362E0,4.860103130E-3,1.243543625E-2,3.213024139E-2,3.479386568E-2
2.704770852E0,-7.073312998E-3,-9.097278118E-3,1.998329163E-2,2.306781676E-2
2.709839081E0,3.800386190E-2,-8.912205696E-3,1.507568359E-2,4.184491804E-2
2.714904185E0,1.861804724E-2,7.899969816E-3,1.495742798E-2,2.515483766E-2
2.719987518E0,-7.683306932E-3,5.461454391E-3,2.908706665E-2,3.057643105E-2
2.725041945E0,-1.460760832E-2,2.447283268E-2,1.933956146E-2,3.444300216E-2
2.730077154E0,1.390677691E-2,2.897539735E-2,9.678840637E-3,3.356563796E-2
2.735141998E0,-7.703423500E-3,2.166664600E-2,9.605407715E-3,2.492087759E-2
2.740199289E0,-2.433270216E-2,4.706412554E-3,4.769325256E-3,2.523840678E-2
2.745299758E0,4.466056824E-3,6.940692663E-3,-1.428318024E-2,1.649630613E-2
2.750370539E0,4.468172789E-3,4.484438896E-2,-2.289772034E-3,4.512457031E-2
2.755432727E0,1.381868124E-2,5.873113871E-2,1.911449432E-2,6.329033495E-2
2.760474550E0,8.883088827E-3,1.780644059E-2,-2.617931366E-2,3.288365943E-2
2.765541112E0,-3.397065401E-2,1.765650511E-2,-1.408290863E-2,4.079320804E-2
2.770628039E0,-2.657622099E-2,2.696207166E-2,2.861022949E-4,3.785935399E-2
2.775673143E0,-2.409321070E-2,5.364745855E-3,2.166748047E-2,3.284422338E-2
2.780738977E0,-2.577483654E-3,-4.124969244E-3,4.049682617E-2,4.078788697E-2
2.785804133E0,2.351492643E-2,-1.757711172E-3,-2.397918701E-2,3.363097863E-2
2.790871685E0,1.978427172E-3,7.816255093E-3,-4.278278351E-2,4.353589993E-2
2.795938456E0,-2.898976207E-2,-1.817080379E-2,1.222324371E-2,3.633169555E-2
2.801000852E0,2.073854208E-3,-8.507817984E-3,2.162551880E-2,2.333124303E-2
2.806068612E0,4.364788532E-3,2.244791389E-2,-1.418495178E-2,2.691046402E-2
2.811136060E0,-5.241006613E-3,-1.817256212E-2,7.314682007E-3,2.027843035E-2
2.816200591E0,1.622420549E-2,-1.801389456E-2,-3.788280487E-2,4.497590628E-2
2.821287779E0,1.370063424E-2,-8.251994848E-3,-2.568435669E-2,3.025704837E-2
2.826355956E0,6.442189217E-3,-5.754917860E-3,2.679443359E-2,2.815248751E-2
2.831428300E0,-1.025059819E-2,-2.000507712E-2,2.419376373E-2,3.302447695E-2
2.836488716E0,-1.735657454E-2,2.287435532E-2,2.614021301E-3,2.883261899E-2
2.841553560E0,-2.208477259E-2,1.252472401E-3,3.822708130E-2,4.416577421E-2
2.846621008E0,-3.013402224E-3,-1.128464937E-3,4.655838013E-3,5.659580698E-3
2.851684029E0,4.177600145E-3,-3.437489271E-3,-9.634971619E-3,1.104994812E-2
2.856751477E0,1.368182898E-2,-5.677372217E-3,-1.667690277E-2,2.230569626E-2
2.861817883E0,6.480485201E-3,-1.032400131E-2,-2.284049988E-3,1.240155538E-2
2.866882987E0,-3.088474274E-3,-1.018083096E-2,-3.314399719E-2,3.480966162E-2
2.871949133E0,-2.672672272E-2,-4.846453667E-4,-6.736755371E-3,2.756694508E-2
2.877012935E0,-2.408915758E-2,-2.175125480E-2,-1.142787933E-2,3.440931595E-2
2.882080070E0,1.648539305E-2,4.568159580E-3,1.004791260E-2,1.983927452E-2
2.887159498E0,-3.931522369E-4,-2.639263868E-3,-6.661415100E-3,7.175983109E-3
2.892219914E0,-4.497766495E-4,-9.734451771E-3,7.650375366E-3,1.238911190E-2
2.897262935E0,-2.942800522E-3,-1.920667291E-2,3.847122192E-2,4.309978278E-2
2.902318143E0,-2.442204952E-2,2.227753401E-3,-2.361297607E-2,3.404367823E-2
2.907415487E0,-4.784762859E-4,3.784513474E-2,-6.786346436E-3,3.845175758E-2
2.912480591E0,2.558913827E-2,-1.472923160E-2,-1.385402679E-2,3.261423492E-2
2.917544914E0,-5.518853664E-3,1.975238323E-3,7.639884949E-3,9.629493976E-3
2.922612623E0,4.120677710E-3,2.577129006E-2,-2.568244934E-2,3.661594708E-2
2.927677727E0,2.317959070E-2,-1.714822650E-2,-1.596641541E-2,3.295878514E-2
2.932728560E0,-7.910698652E-3,-2.418100834E-2,2.929973602E-2,3.880431482E-2
2.937787414E0,-1.493218541E-2,1.165863872E-2,1.004981995E-2,2.144511364E-2
2.942852362E0,-1.709190011E-2,4.335790873E-3,3.846359253E-2,4.231288317E-2
2.947918820E0,-9.939789772E-3,-1.227200031E-2,1.677131653E-2,2.303645959E-2
2.952989914E0,6.806284189E-3,6.835222244E-3,1.425361633E-2,1.721079156E-2
2.958065227E0,-9.944140911E-3,1.866102219E-2,2.126407623E-2,2.998800803E-2
2.963121008E0,9.132683277E-3,-5.190670490E-3,-2.889633179E-4,1.050868516E-2
2.968186581E0,8.989274502E-3,-9.791493416E-3,4.723167419E-2,4.906639835E-2
2.973253612E0,4.197716713E-3,1.874509454E-2,3.970718384E-2,4.410963436E-2
2.978317362E0,6.572723389E-3,-2.842396498E-3,-8.137702942E-3,1.083983947E-2
2.983383925E0,-1.007390022E-2,-5.243510008E-3,8.555412292E-3,1.421875319E-2
2.988451164E0,-1.475626230E-2,1.623496413E-2,-5.765914917E-3,2.268407178E-2
2.993515748E0,2.810874581E-2,1.842379570E-2,8.533477783E-3,3.467503543E-2
2.998582102E0,-6.992518902E-4,-2.205896378E-2,3.716468811E-3,2.238077247E-2
3.003681320E0,-2.208611369E-2,1.832872629E-3,4.406833649E-2,4.932721481E-2
3.008717310E0,-9.987682104E-3,1.850098372E-2,1.044464111E-2,2.347617346E-2
3.013801893E0,-5.743047595E-2,2.320528030E-2,-3.890037537E-3,6.206349163E-2
3.018871685E0,-3.088587523E-2,2.058926225E-2,-1.098346710E-2,3.871035466E-2
3.023937050E0,-1.876118779E-2,3.848254681E-3,8.114814758E-3,2.080003486E-2
3.028993352E0,-2.326709032E-2,1.332119107E-2,3.292083740E-3,2.701202397E-2
3.034070383E0,1.259437203E-2,2.276521921E-2,-1.573848724E-2,3.040679847E-2
3.039105070E0,2.435442805E-2,-2.493023872E-2,3.190517426E-2,4.725034511E-2
3.044174081E0,2.790689468E-4,-5.765229464E-3,2.213954926E-2,2.287958460E-2
3.049273873E0,7.440477610E-3,1.556062698E-2,1.719760895E-2,2.435675620E-2
3.054331841E0,2.415180206E-4,-1.322430372E-2,2.654933929E-2,2.966155689E-2
3.059400800E0,-4.253536463E-2,-8.412301540E-3,-3.306293488E-2,5.452688992E-2
3.064463300E0,1.244607568E-2,-1.308605075E-2,7.597923279E-3,1.959280384E-2
3.069513039E0,7.529050112E-3,-1.040190458E-3,5.164146423E-3,9.188960771E-3
3.074595852E0,-6.749927998E-3,1.399129629E-3,7.497787476E-3,1.018508266E-2
3.079661477E0,-9.032338858E-3,1.442402601E-3,-2.065658569E-3,9.377132602E-3
